municipality_geoid,county_name,municipality_name,police_service_type,provider_name,provider_ori,service_area_id,admitted_concurrent_oris,adjudicated_alias_oris,target_year_disposition,municipality_population,source_url,source_modified_utc
4200943416,Bedford,Lincoln Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,390,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200944448,Bedford,Londonderry Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1637,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200946928,Bedford,Mann Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,507,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200946944,Bedford,Manns Choice Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,316,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200950424,Bedford,Monroe Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1393,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200952648,Bedford,Napier Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,2031,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200953928,Bedford,New Paris Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,192,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200958492,Bedford,Pavia Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,286,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200961496,Bedford,Pleasantville Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,191,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200963312,Bedford,Rainsburg Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,141,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200967256,Bedford,St. Clairsville Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,76,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200968072,Bedford,Saxton Borough,Municipal Police Force,Saxton Boro,PA0050400,42:police_service:PA0050400,,,2024_fbi_covered_by,726,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200968152,Bedford,Schellsburg Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,330,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200971544,Bedford,Snake Spring Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1770,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200971888,Bedford,Southampton Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,847,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200972656,Bedford,South Woodbury Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,2083,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200983920,Bedford,West Providence Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,3082,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200983972,Bedford,West St. Clair Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1658,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200986128,Bedford,Woodbury Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,286,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200986136,Bedford,Woodbury Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1179,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201100588,Berks,Albany Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,1660,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201102120,Berks,Alsace Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,3834,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201102328,Berks,Amity Township,Municipal Police Force,Amity Twp,PA0065000,42:police_service:PA0065000,,,2024_active_official_provider,13396,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201103984,Berks,Bally Borough,Municipal Police Force,Bally Boro,PA0063000,42:police_service:PA0063000,,,2024_provider_identity_reviewed,1228,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201104896,Berks,Bechtelsville Borough,Regional Police Service,Eastern Berks Regional Police Dept.,PA0067100,42:police_service:PA0067100,,,2024_provider_identity_reviewed,884,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201105816,Berks,Bern Township,Municipal Police Force,Bern Twp,PA0063100,42:police_service:PA0063100,,,2024_active_official_provider,6706,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201105848,Berks,Bernville Borough,Municipal Police Force,Bernville Boro,PA0063200,42:police_service:PA0063200,,,2024_provider_identity_reviewed,905,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201106008,Berks,Bethel Township,Municipal Police Force,Bethel Twp,PA0064200,42:police_service:PA0064200,,,2024_active_official_provider,4059,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201106504,Berks,Birdsboro Borough,Municipal Police Force,Birdsboro Boro,PA0060100,42:police_service:PA0060100,,,2024_provider_identity_reviewed,5106,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201107960,Berks,Boyertown Borough,Regional Police Service,Eastern Berks Regional Police Department,PA0067100,42:police_service:PA0067100,,,2024_fbi_covered_by,4264,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201108344,Berks,Brecknock Township,Municipal Police Force,Brecknock Twp,PA0064300,42:police_service:PA0064300,,,2024_active_official_provider,4602,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201110696,Berks,Caernarvon Township,Municipal Police Force,Caernarvon Twp,PA0062400,42:police_service:PA0062400,,,2024_active_official_provider,4234,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201112104,Berks,Centerport Borough,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,314,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201112344,Berks,Centre Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,4130,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201114984,Berks,Colebrookdale Township,Regional Police Service,Eastern Berks Regional Police,PA0067100,42:police_service:PA0067100,,,2024_provider_identity_reviewed,5112,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201117720,Berks,Cumru Township,Municipal Police Force,Cumru Twp,PA0060300,42:police_service:PA0060300,,,2024_active_official_provider,15619,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201119312,Berks,District Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,1378,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201119664,Berks,Douglass Township,Municipal Police Force,Douglass Twp,PA0063400,42:police_service:PA0063400,,,2024_active_official_provider,3670,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201120680,Berks,Earl Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,3097,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201124384,Berks,Exeter Township,Municipal Police Force,Exeter Twp,PA0060400,42:police_service:PA0060400,,,2024_active_official_provider,25466,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201126280,Berks,Fleetwood Borough,Municipal Police Force,Fleetwood Boro,PA0060500,42:police_service:PA0060500,,,2024_provider_identity_reviewed,4049,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201131352,Berks,Greenwich Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,3428,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201132120,Berks,Hamburg Borough,Municipal Police Force,Hamburg Boro,PA0060600,42:police_service:PA0060600,,,2024_provider_identity_reviewed,4270,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201133600,Berks,Heidelberg Township,Police Service contracted from another municipality,South Heidelberg Twp,PA0064700,42:police_service:PA0064700,,,2024_fbi_covered_by,1731,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201134016,Berks,Hereford Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,2962,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201137824,Berks,Jefferson Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_fbi_covered_by,2369,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201139256,Berks,Kenhorst Borough,Police Service contracted from another municipality,Reading City,PA0061400,42:police_service:PA0061400,,,2024_fbi_covered_by,3001,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201140656,Berks,Kutztown Borough,Municipal Police Force,Kutztown Boro,PA0060800,42:police_service:PA0060800,,,2024_provider_identity_reviewed,4162,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201141768,Berks,Laureldale Borough,Municipal Police Force,Laureldale Boro,PA0060900,42:police_service:PA0060900,,,2024_provider_identity_reviewed,4277,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201142352,Berks,Leesport Borough,Regional Police Service,Northern Berks Regional,PA0062800,42:police_service:PA0062800,,,2024_fbi_covered_by,1954,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201142688,Berks,Lenhartsville Borough,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,180,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201144584,Berks,Longswamp Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,5567,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201144840,Berks,Lower Alsace Township,Regional Police Service,Central Berks,PA0063500,42:police_service:PA0063500,,,2024_provider_identity_reviewed,4716,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201144928,Berks,Lower Heidelberg Township,Municipal Police Force,Lower Heidelberg Twp,PA0063600,42:police_service:PA0063600,,,2024_provider_identity_reviewed,6230,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201145752,Berks,Lyons Borough,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,439,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201146680,Berks,Maidencreek Township,Regional Police Service,Northern Berks Regional Police,PA0062800,42:police_service:PA0062800,,,2024_fbi_covered_by,9169,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201147440,Berks,Marion Township,Police Service contracted from another municipality,Tulpehocken Twp,PA0066000,42:police_service:PA0066000,,,2024_provider_identity_reviewed,1833,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201148128,Berks,Maxatawny Township,State Police coverage only,State Police Coverage Only,PA006SP00,42:police_service:PA006SP00,,PAPSP7200,2024_provider_identity_reviewed,7181,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201150272,Berks,Mohnton Borough,Municipal Police Force,Mohnton Boro,PA0061100,42:police_service:PA0061100,,,2024_provider_identity_reviewed,2927,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201151760,Berks,Mount Penn Borough,Regional Police Service,Central Berks,PA0063500,42:police_service:PA0063500,,,2024_fbi_covered_by,3240,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4201152200,Berks,Muhlenberg Township,Municipal Police Force,Muhlenberg Twp,PA0061300,42:police_service:PA0061300,,,2024_active_official_provider,21915,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
